elapsed;fitness;solution
20.63s;875;[[1, 26, 41, 54, 31, 7], [5, 4, 51, 55, 22, 59, 14, 24, 15], [9, 37, 12, 10, 18, 50], [16, 13, 56, 28, 11, 29, 33], [17, 27, 38, 40, 34, 21, 8, 46, 30], [19, 48, 35, 60, 36, 61, 47], [23, 39, 42, 63, 2, 20, 57], [25, 44, 45, 58, 53, 6, 3, 32], [52, 43, 49, 62]]
21.48s;878;[[1, 52, 62, 26, 21, 8, 54, 7], [2, 58, 53, 6, 45, 44, 3, 32], [9, 37, 12, 10, 18, 50], [15, 24, 5, 4, 36, 48, 60, 19], [16, 13, 56, 28, 11, 29, 33], [25, 23, 39, 42, 63, 20, 57], [30, 17, 27, 34, 40, 38, 31], [35, 14, 59, 51, 55, 22, 61, 47], [46, 41, 43, 49]]
10.33s;875;[[1, 52, 26, 41, 54, 21], [2, 44, 45, 58, 53, 6, 32], [3, 19, 36, 60, 48, 35, 22, 61, 47], [7, 30, 46, 43, 49, 62], [8, 27, 34, 40, 38, 31, 17], [9, 55, 51, 59, 14, 4, 5, 24, 15], [16, 13, 56, 28, 11, 29, 33], [23, 25, 39, 42, 63, 20, 57], [37, 12, 10, 18, 50]]
15.14s;874;[[1, 52, 62, 54, 8, 21, 27, 31], [2, 58, 53, 6, 44, 45, 3, 32], [5, 4, 14, 59, 51, 55, 22, 18], [7, 30, 46, 41, 34, 40, 38, 17], [12, 10, 50, 61, 47], [16, 13, 56, 28, 11, 29, 33], [25, 23, 39, 42, 63, 20, 57], [26, 43, 49], [37, 9, 19, 15, 24, 35, 60, 36, 48]]
25.49s;866;[[1, 26, 41, 46, 54, 31, 17, 30], [2, 58, 53, 6, 44, 45, 32], [3, 19, 35, 36, 60, 48, 61, 47], [7, 8, 21, 27, 34, 40, 38], [9, 37, 12, 10, 18, 50], [15, 24, 5, 4, 14, 59, 51, 55, 22], [16, 13, 56, 28, 11, 29, 33], [23, 25, 39, 42, 63, 20, 57], [52, 43, 49, 62]]
18.45s;871;[[1, 26, 41, 54, 21, 17, 46, 7], [2, 58, 53, 6, 45, 44, 32], [3, 19, 15, 60, 36, 48, 61, 47], [9, 22, 55, 51, 59, 35, 14, 4, 5, 24], [16, 13, 56, 28, 11, 29, 33], [18, 50, 10, 12, 37], [23, 25, 39, 42, 63, 20, 57], [30, 8, 27, 34, 40, 38, 31], [52, 49, 43, 62]]
5.55s;885;[[1, 26, 41, 54, 31, 7], [3, 36, 48, 60, 22, 51, 55, 12], [6, 53, 58, 44, 45, 2, 20], [9, 37], [10, 50, 18, 61, 47, 33], [16, 13, 56, 28, 11, 29], [17, 38, 40, 34, 27, 21, 8, 46, 30], [23, 25, 39, 42, 63, 57], [32, 19, 15, 24, 5, 4, 59, 14, 35], [52, 49, 43, 62]]
32.50s;867;[[1, 26, 41, 46, 54, 31, 17, 30], [2, 58, 53, 6, 45, 44, 32], [3, 19, 48, 36, 60, 35, 22, 12, 47], [7, 8, 21, 27, 34, 40, 38], [9, 55, 51, 59, 14, 4, 5, 24, 15], [16, 13, 56, 28, 11, 29, 33], [25, 23, 39, 42, 63, 20, 57], [37, 10, 50, 18, 61], [52, 49, 43, 62]]
12.09s;885;[[1, 26, 41, 54, 31, 17, 46, 30], [2, 58, 53, 6, 45, 44], [7, 8, 21, 27, 34, 40, 38], [9, 22, 55, 51, 59, 14, 4, 5, 24], [10, 50, 18, 61, 47, 33], [12, 36, 48, 60, 35, 15, 19, 3, 32], [16, 13, 56, 28, 11, 29], [25, 23, 39, 42, 63, 20, 57], [37], [52, 43, 49, 62]]
24.46s;871;[[1, 26, 54, 8, 21, 27, 31], [2, 44, 45, 58, 53, 6, 3, 32], [7, 30, 46, 41, 34, 40, 38, 17], [9, 37, 12, 10, 50, 18], [15, 24, 5, 4, 14, 59, 51, 55, 22], [16, 13, 56, 28, 11, 29, 33], [19, 48, 36, 60, 35, 61, 47], [25, 23, 39, 42, 63, 20, 57], [52, 43, 49, 62]]
