elapsed;gap;fitness;solution
2.49s;0.475436%;634;[[2, 28, 21, 36, 47], [3, 44, 32, 9, 39, 12], [4, 45, 29, 48, 30], [5, 37, 20, 15, 13, 27, 34], [6, 33, 1, 43, 41, 42, 22], [7, 35, 14, 19, 8, 46], [11, 38, 10, 31], [16, 23, 49, 24, 18, 25, 40], [17, 26]]
1.22s;0.316957%;633;[[2, 30, 45, 4], [3, 44, 32, 9, 40], [6, 33, 1, 43, 42, 41, 23], [7, 11, 38, 10, 12], [16, 49, 24, 18, 25, 31, 39], [17, 26], [22, 28, 21, 36, 47, 48], [27, 13, 15, 20, 37, 5, 29], [34, 46, 8, 19, 14, 35]]
2.00s;0.316957%;633;[[2, 28, 22, 1, 33], [4], [6, 43, 42, 41, 23, 24, 49, 16], [7, 11, 38, 10, 26], [12, 9, 32, 40], [17, 3, 44, 18, 25, 31, 39], [21, 36, 37, 20, 15, 13, 27], [30, 48, 47, 5, 29, 45], [34, 46, 8, 19, 14, 35]]
2.29s;0.158479%;632;[[1, 43, 42, 41, 23, 24, 49, 16], [2, 28, 22, 33, 6], [3, 44, 32, 18, 25, 31], [4], [10, 38, 11, 14], [12, 39, 9, 40, 17], [26, 7, 35, 19, 8, 46, 34], [27, 13, 15, 20, 37, 5, 45], [29, 48, 47, 36, 21, 30]]
1.36s;0.158479%;632;[[1, 43, 42, 41, 23, 24, 49, 16], [2, 28, 22, 33, 6], [4], [10, 38, 11, 14], [12, 9, 32, 40], [17, 3, 44, 18, 25, 31, 39], [26, 7, 35, 19, 8, 46, 34], [27, 13, 15, 20, 37, 36, 5, 29], [30, 21, 47, 48, 45]]
2.01s;0.158479%;632;[[1, 43, 42, 41, 23, 24, 49, 16], [2, 28, 22, 33, 6], [4], [10, 38, 11, 14], [12, 39, 9, 31, 25, 18], [17, 3, 44, 32, 40], [21, 36, 37, 20, 15, 13, 27], [26, 7, 35, 19, 8, 46, 34], [30, 48, 47, 5, 29, 45]]
1.24s;0.792393%;636;[[2, 28, 21, 5, 29], [4, 45, 27, 13, 19, 8], [6, 33, 1, 43, 41, 42, 22], [7, 35, 14, 11, 38], [9, 25, 18, 24, 49, 23, 16], [12, 39, 31, 10, 26], [15, 20, 37, 36, 47, 48, 30], [17, 3, 44, 32, 40], [34, 46]]
0.74s;0.158479%;632;[[2, 28, 22, 1, 6], [3, 44, 32, 9, 40], [4], [7, 11, 38, 10, 26], [12, 39, 31, 25, 18, 24, 49], [17, 16, 23, 41, 42, 43, 33], [21, 36, 37, 20, 15, 13, 27], [30, 48, 47, 5, 29, 45], [34, 46, 8, 19, 14, 35]]
1.41s;0.0%;631;[[1, 43, 42, 41, 23, 24, 49, 16], [2, 28, 22, 33, 6], [3, 44, 32, 18, 25, 31], [4], [10, 38, 11, 14], [12, 39, 9, 40, 17], [21, 36, 37, 20, 15, 13, 27], [26, 7, 35, 19, 8, 46, 34], [30, 48, 47, 5, 29, 45]]
0.79s;0.158479%;632;[[3, 44, 32, 9, 39, 12], [4, 45, 30, 2, 6], [10, 31, 25, 18, 24, 49], [16, 23, 41, 42, 43, 1, 33], [17, 40], [22, 28, 21, 36, 47, 48], [26, 7, 8, 46, 34], [27, 13, 15, 20, 37, 5, 29], [35, 19, 14, 11, 38]]
