elapsed;gap;fitness;solution
4.36s;1.95886%;1041;[[3, 44, 18, 24, 49, 16], [4, 75], [7, 8, 19, 54, 13, 52], [9, 25, 55, 50, 32], [17, 40, 12, 26], [27, 57, 15, 5, 29, 45], [30, 48, 47, 21, 74], [33, 73, 1, 43, 22, 62], [35, 14, 11, 53], [36, 37, 20, 70, 60, 71, 69, 61], [38, 65, 66, 59], [46, 34, 67], [51, 6, 28, 2, 68], [58, 10, 31, 39, 72], [63, 23, 56, 41, 42, 64]]
2.83s;1.86092%;1040;[[4, 45, 29, 27, 52], [5, 15, 57, 13, 54, 26], [6, 73, 1, 43, 33, 51], [7, 53, 11, 38], [8, 19, 59, 14, 35], [10, 31, 65, 66], [12, 25, 55, 18, 50, 32], [16, 49, 24, 44, 3, 17], [30, 48, 47, 21, 74], [37, 20, 70, 60, 71, 36, 69, 61], [40, 9, 39, 72, 58], [62, 22, 28, 2, 68], [63, 23, 56, 41, 42, 64], [67, 46, 34, 75]]
2.72s;2.25269%;1044;[[4, 30, 2, 6], [7, 19, 54, 13, 57, 15, 27], [12, 39, 9, 40], [16, 3, 44, 32, 17], [26, 72, 31, 10, 58], [29, 5, 37, 20, 70, 60, 71], [33, 42, 64, 22, 62], [34, 52, 8, 46], [35, 14, 11, 53], [38, 65, 66, 59], [45, 48, 21, 68, 75], [47, 36, 69, 61, 28, 74], [50, 25, 55, 18, 24, 49, 51], [63, 23, 56, 41, 43, 1, 73], [67]]
2.95s;1.95886%;1041;[[4, 52, 46, 34], [6, 33, 62, 2, 68], [7, 8, 19, 54, 13, 27], [12, 25, 55, 18, 50, 32], [17, 40, 9, 39], [26, 58, 10, 31, 72], [30, 21, 47, 48], [35, 14, 11, 53], [36, 37, 20, 70, 60, 71, 69, 61], [38, 65, 66, 59], [42, 64, 22, 28, 74], [44, 3, 24, 49, 16, 51], [57, 15, 5, 29, 45, 75], [63, 23, 56, 41, 43, 1, 73], [67]]
2.71s;2.64447%;1048;[[3, 25, 55, 18, 24, 49, 16], [4, 29, 5, 37, 45], [6, 33, 42, 64, 22], [7, 35, 8, 46, 67], [11, 59, 14], [12, 39, 9, 40], [17, 32, 50, 44, 51], [19, 54, 13, 27, 52, 34], [26, 72, 31, 10, 58], [30, 48, 47, 21, 74], [36, 69, 71, 60, 70, 20, 15, 57], [38, 65, 66, 53], [61, 28, 62, 2, 68], [63, 23, 56, 41, 43, 1, 73], [75]]
4.05s;1.56709%;1037;[[4, 30, 74, 2, 68], [6, 33, 63, 43, 1, 73], [11, 59, 14], [12, 39, 10, 58, 26], [17, 3, 24, 49, 16, 51], [19, 54, 13, 27, 52, 34], [21, 69, 61, 28, 62], [22, 64, 42, 41, 56, 23], [32, 9, 40], [36, 71, 60, 70, 20, 37, 15, 57], [38, 65, 66, 53], [44, 50, 18, 55, 25, 31, 72], [45, 29, 5, 47, 48], [46, 8, 35, 7, 67], [75]]
2.57s;2.35064%;1045;[[4], [6, 16, 2, 68, 75], [7, 35, 14, 53, 26], [8, 19, 54, 13, 57, 15, 27], [9, 25, 55, 31, 39], [11, 66, 59], [12, 72, 10, 65, 38, 58], [17, 40, 44, 3, 51], [21, 69, 61, 28, 74], [30, 48, 5, 29, 45], [32, 50, 18, 24, 49], [33, 42, 64, 22, 62], [34, 52, 46, 67], [37, 20, 70, 60, 71, 36, 47], [63, 23, 56, 41, 43, 1, 73]]
2.68s;2.64447%;1048;[[4, 27, 52, 34], [6, 33, 1, 43, 23, 63], [7, 35, 19, 54, 8, 46], [12, 32, 44, 3, 17], [13, 57, 37, 5, 29, 45], [14, 59, 66], [15, 20, 70, 60, 71, 69, 36, 47], [25, 55, 31, 10, 58], [26, 72, 39, 9, 40], [38, 65, 11, 53], [50, 18, 24, 49, 16, 51], [56, 41, 42, 64, 22, 73], [62, 28, 61, 21, 74], [67], [68, 2, 48, 30, 75]]
3.03s;1.56709%;1037;[[4, 34, 46], [6, 51, 33, 2, 68], [7, 11, 66, 65], [8, 19, 54, 13, 27, 52], [12, 25, 55, 18, 50, 32], [16, 49, 24, 3, 44, 17], [26, 72, 39, 9, 40], [28, 22, 64, 42, 62], [35, 14, 59, 53], [38, 31, 10, 58], [45, 29, 5, 37, 36, 47], [57, 15, 20, 70, 60, 71, 69, 61], [63, 23, 56, 41, 43, 1, 73], [67], [74, 21, 48, 30, 75]]
2.71s;2.25269%;1044;[[4, 75], [6, 33, 62, 2, 68], [7, 53, 11, 26], [12, 72, 31, 10, 58], [15, 37, 20, 70, 60, 71, 69, 36], [16, 49, 24, 44, 3, 51], [17, 40, 9, 39], [25, 55, 18, 50, 32], [27, 52, 34, 67], [28, 61, 22, 64, 42], [30, 48, 47, 21, 74], [35, 14, 19, 8, 46], [38, 65, 66, 59], [45, 29, 5, 57, 13, 54], [63, 23, 56, 41, 43, 1, 73]]
2.86s;2.84035%;1050;[[2, 28, 74, 4], [3, 44, 25, 55, 31, 10], [6, 33, 43, 1, 73, 68], [13, 54, 19, 35, 7, 67], [14, 59, 66], [15, 20, 37, 5, 29, 45], [17, 40, 12, 26], [27, 52, 8, 46, 34], [30, 21, 61, 22, 62], [32, 9, 39, 72, 58], [38, 65, 11, 53], [48, 47, 36, 69, 71, 60, 70, 57], [50, 18, 24, 49, 16, 51], [63, 23, 56, 41, 42, 64], [75]]
2.78s;2.05681%;1042;[[3, 44, 32, 40], [4, 34, 46, 26], [6, 33, 2, 68], [7, 10, 58, 12, 17], [8, 19, 54, 13, 27, 52], [28, 22, 64, 42, 62], [30, 48, 21, 74, 75], [35, 14, 11, 53], [38, 65, 66, 59], [39, 9, 25, 55, 31, 72], [45, 29, 5, 37, 36, 47], [50, 18, 24, 49, 16, 51], [57, 15, 20, 70, 60, 71, 69, 61], [63, 23, 56, 41, 43, 1, 73], [67]]
2.91s;2.25269%;1044;[[4, 30, 2, 68], [6, 33, 73, 1, 43, 22], [7, 11, 66, 65], [8, 19, 54, 13, 27, 52], [12, 32, 44, 3, 17], [15, 20, 37, 5, 29, 45], [25, 55, 31, 10, 38], [26, 46, 34, 67], [35, 14, 59, 53], [40, 9, 39, 72, 58], [48, 47, 36, 69, 71, 60, 70, 57], [50, 18, 24, 49, 16, 51], [62, 61, 21, 28, 74], [63, 23, 56, 41, 42, 64], [75]]
5.79s;1.46915%;1036;[[4, 75], [6, 33, 16, 51], [7, 53, 14, 35], [8, 19, 54, 13, 27, 45], [11, 66, 59], [12, 40, 44, 3, 17], [26, 58, 10, 65, 38], [28, 22, 64, 42, 62], [29, 5, 37, 36, 47, 48], [30, 21, 74, 2, 68], [32, 50, 18, 24, 49], [34, 52, 46, 67], [39, 9, 25, 55, 31, 72], [57, 15, 20, 70, 60, 71, 69, 61], [63, 23, 56, 41, 43, 1, 73]]
4.46s;1.66503%;1038;[[1, 42, 64, 22, 28], [2, 62, 73, 33, 6], [4, 45, 29, 27], [7, 35, 53, 14, 19], [11, 66, 59], [12, 72, 31, 25, 55, 18, 50], [16, 23, 56, 41, 43, 63], [17, 40, 9, 39], [26, 38, 65, 10, 58], [30, 48, 47, 21, 74], [32, 44, 3, 24, 49, 51], [34, 46, 8, 67], [37, 20, 70, 60, 71, 36, 69, 61], [52, 54, 13, 57, 15, 5, 68], [75]]
2.94s;0.979432%;1031;[[4, 30, 2, 6], [8, 19, 54, 13, 27, 52], [12, 39, 9, 40], [16, 49, 24, 44, 3, 17], [21, 61, 28, 74, 68], [25, 55, 18, 50, 32, 51], [26, 58, 10, 31, 72], [29, 5, 37, 36, 47, 48], [33, 42, 64, 22, 62], [34, 46, 7, 67], [35, 14, 11, 53], [38, 65, 66, 59], [45, 57, 15, 20, 70, 60, 71, 69], [63, 23, 56, 41, 43, 1, 73], [75]]
2.80s;1.46915%;1036;[[4, 45, 48, 30], [6, 33, 42, 64, 22], [7, 8, 46, 67], [12, 25, 55, 18, 50, 32], [17, 40, 9, 39], [19, 54, 13, 27, 52, 34], [26, 58, 10, 31, 72], [29, 37, 20, 70, 60, 71, 69, 36], [35, 14, 11, 53], [38, 65, 66, 59], [44, 3, 24, 49, 16, 51], [57, 15, 5, 47, 21, 74], [62, 61, 28, 2, 68], [63, 23, 56, 41, 43, 1, 73], [75]]
