elapsed;gap;fitness;solution
3.51s;2.01613%;759;[[2, 28, 22, 1, 33], [3, 44, 24, 18, 50, 32], [4, 27, 52, 46], [6, 43, 42, 41, 56, 23, 49, 16], [7, 53, 11, 38, 58], [8, 35, 14, 19, 54, 13, 34], [10, 31, 55, 25, 9, 39], [20, 37, 36, 59, 47, 21], [26, 12, 40, 17, 51], [30, 48, 5, 15, 57, 29, 45]]
2.08s;1.74731%;757;[[2, 1, 43, 42, 41, 56, 23], [4, 27, 52, 34, 46], [6, 33, 22, 28, 30], [7, 35, 14, 19, 54, 13, 8], [10, 31, 55, 25, 9, 39], [12, 58, 38, 11, 53], [16, 49, 24, 18, 50, 32], [21, 59, 36, 47, 48], [26, 17, 40, 44, 3, 51], [45, 29, 5, 37, 20, 15, 57]]
2.27s;1.6129%;756;[[1, 43, 42, 41, 56, 23, 49, 16], [2, 28, 22, 33, 6], [4, 52, 8, 46, 34], [7, 53, 11, 38, 58], [10, 31, 55, 25, 9, 39], [21, 59, 36, 20, 37, 47], [26, 12, 40, 17, 51], [27, 13, 54, 19, 14, 35], [30, 48, 5, 15, 57, 29, 45], [32, 50, 18, 24, 3, 44]]
1.25s;1.34409%;754;[[4, 34, 46, 8, 26], [6, 33, 1, 2, 30], [7, 53, 11, 38, 58], [10, 31, 39, 9, 12], [17, 3, 44, 32, 40], [21, 59, 36, 47, 48], [23, 56, 41, 43, 42, 22, 28], [35, 14, 19, 54, 13, 27, 52], [45, 29, 5, 37, 20, 15, 57], [50, 25, 55, 18, 24, 49, 16, 51]]
1.43s;1.34409%;754;[[2, 1, 43, 42, 41, 56, 23], [4, 34, 46, 8, 26], [6, 33, 22, 28, 30], [7, 53, 11, 38, 58], [10, 31, 9, 39, 12], [17, 3, 44, 32, 40], [21, 59, 36, 47, 48], [35, 14, 19, 54, 13, 27, 52], [45, 29, 5, 37, 20, 15, 57], [50, 25, 55, 18, 24, 49, 16, 51]]
1.47s;0.806452%;750;[[1, 43, 42, 41, 56, 23, 51], [2, 28, 22, 33, 6], [3, 44, 50, 18, 24, 49, 16], [4, 45, 52, 46, 34], [7, 53, 11, 38, 58], [8, 35, 14, 19, 54, 13, 27], [12, 39, 9, 40, 17], [21, 59, 36, 47, 48], [26, 10, 31, 55, 25, 32], [29, 15, 57, 20, 37, 5, 30]]
1.27s;1.07527%;752;[[4, 52, 34, 46, 26], [6, 33, 1, 2, 30], [7, 53, 11, 38, 58], [8, 35, 14, 19, 54, 13, 27], [10, 31, 55, 25, 9, 39], [16, 49, 24, 18, 50, 32], [17, 12, 40, 44, 3, 51], [21, 59, 36, 47, 48], [23, 56, 41, 43, 42, 22, 28], [45, 29, 5, 37, 20, 15, 57]]
1.38s;1.88172%;758;[[4, 27, 13, 54, 52, 34], [6, 33, 1, 2, 30], [7, 35, 14, 19, 8, 46], [9, 39, 31, 10, 58], [12, 38, 11, 53, 26], [17, 3, 44, 32, 40], [21, 59, 36, 47, 48], [23, 56, 41, 43, 42, 22, 28], [45, 29, 5, 37, 20, 15, 57], [50, 25, 55, 18, 24, 49, 16, 51]]
1.33s;1.34409%;754;[[4, 34, 52, 8, 46], [6, 33, 1, 2, 30], [7, 53, 11, 38, 58], [10, 31, 55, 25, 9, 39], [16, 49, 24, 18, 50, 32], [17, 12, 40, 44, 3, 51], [21, 59, 36, 47, 48], [23, 56, 41, 43, 42, 22, 28], [26, 35, 14, 19, 54, 13, 27], [45, 29, 5, 37, 20, 15, 57]]
1.34s;1.20968%;753;[[4, 52, 34, 46, 26], [6, 1, 43, 42, 41, 56, 23], [7, 53, 11, 38, 58], [8, 35, 14, 19, 54, 13, 27], [10, 31, 55, 25, 9, 39], [12, 50, 18, 24, 49, 16, 51], [17, 3, 44, 32, 40], [21, 59, 36, 47, 48], [30, 2, 28, 22, 33], [45, 29, 5, 37, 20, 15, 57]]
1.29s;1.34409%;754;[[4, 34, 46, 8, 26], [6, 33, 1, 2, 30], [7, 53, 11, 38, 58], [10, 31, 9, 39, 12], [17, 3, 44, 32, 40], [21, 59, 36, 47, 48], [23, 56, 41, 43, 42, 22, 28], [35, 14, 19, 54, 13, 27, 52], [45, 29, 5, 37, 20, 15, 57], [50, 25, 55, 18, 24, 49, 16, 51]]
1.58s;1.34409%;754;[[2, 28, 1, 33, 6], [3, 44, 50, 25, 55, 18, 24, 49], [4, 45, 27, 52, 34], [7, 53, 11, 38, 26], [9, 39, 31, 10, 58], [12, 40, 32, 17], [13, 57, 15, 20, 37, 5, 30], [21, 59, 36, 47, 48, 29], [22, 42, 43, 41, 56, 23, 16, 51], [35, 14, 19, 54, 8, 46]]
