elapsed;gap;fitness;solution
3.32s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44], [40, 8, 53, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
1.76s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 7, 23, 55], [17, 57, 52, 31, 11, 60, 28], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44, 39], [40, 53, 8, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
3.18s;0.580271%;1040;[[3, 38, 15], [9, 51], [10, 59, 46, 54, 5, 2, 49], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 40, 53, 8, 41, 6, 25], [24, 45, 37, 30, 32, 42, 33], [34, 35, 18, 48, 16, 1, 44], [47, 56, 27, 21, 36, 29, 20, 58]]
1.79s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44], [40, 53, 8, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
1.64s;0.676983%;1041;[[3, 38, 15], [9, 47, 56, 27, 21, 36, 29, 58], [10, 49, 2, 46, 54, 5, 25], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 7, 23], [17, 57, 52, 31, 11, 60, 28], [19, 24, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [40, 53, 8, 41, 6, 20, 51]]
2.24s;0.967118%;1044;[[3, 38, 15], [9, 47, 56, 27, 21, 36, 29, 58], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 7, 23, 19], [17, 57, 52, 31, 11, 60, 28], [24, 10, 59, 45, 37, 30], [25, 20, 6, 41, 8, 53, 40], [34, 35, 18, 48, 16, 1, 44, 39], [49, 2, 46, 54, 5, 51]]
1.59s;0.967118%;1044;[[3, 38, 15], [9, 51, 47, 56, 27, 21, 36, 29, 20], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 7, 23, 19], [17, 57, 52, 31, 11, 60, 28], [24, 10, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [40, 5, 54, 46, 2, 49], [53, 8, 41, 6, 25, 58]]
2.70s;0.773694%;1042;[[3, 38, 15], [5, 54, 46, 2, 49, 10], [9, 51], [12, 22, 4, 26, 43, 32, 42, 33], [14, 23, 7, 55], [19, 24, 59, 45, 37, 30], [25, 20, 6, 41, 8, 53, 40], [28, 44, 1, 16, 48, 18, 35], [34, 47, 56, 27, 21, 36, 29, 58], [39, 60, 11, 31, 52, 57, 17, 13, 50]]
2.88s;0.773694%;1042;[[3, 38, 15], [8, 53, 41, 6, 20, 25, 51], [9, 47, 56, 27, 21, 36, 29, 58], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 7, 23, 19], [17, 57, 52, 31, 11, 60, 28], [24, 10, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [40, 5, 54, 46, 2, 49]]
1.76s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 7, 23, 55], [17, 57, 52, 31, 11, 60, 28], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44, 39], [40, 8, 53, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
1.52s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44, 39], [40, 53, 8, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
1.48s;0.773694%;1042;[[3, 38, 15], [8, 53, 41, 6, 20, 25, 51], [9, 47, 56, 27, 21, 36, 29, 58], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 23, 7, 19], [17, 57, 52, 31, 11, 60, 28], [24, 10, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [40, 5, 54, 46, 2, 49]]
1.48s;0.870406%;1043;[[3, 38, 15], [8, 53, 41, 6, 25, 58], [9, 51, 47, 56, 27, 21, 36, 29, 20], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 49, 59, 45, 37, 30], [24, 10, 2, 46, 54, 5, 40], [34, 35, 18, 48, 16, 1, 44]]
2.24s;0.483559%;1039;[[3, 38, 15], [7, 23, 14], [9, 51, 47, 56, 27, 21, 36, 29, 20], [10, 49, 2, 46, 54, 5, 40], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [17, 57, 52, 31, 11, 60, 28], [19, 24, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [53, 8, 41, 6, 25, 58]]
1.83s;0.580271%;1040;[[3, 38, 15], [9, 51], [10, 59, 46, 54, 5, 2, 49], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 40, 8, 53, 41, 6, 25], [24, 45, 37, 30, 32, 42, 33], [34, 35, 18, 48, 16, 1, 44], [47, 56, 27, 21, 36, 29, 20, 58]]
1.53s;0.580271%;1040;[[3, 38, 15], [9, 51], [13, 12, 22, 4, 26, 32, 43], [14, 7, 23, 55, 50], [17, 57, 52, 31, 11, 60, 28], [19, 8, 53, 41, 6, 20], [24, 10, 59, 45, 37, 30, 42, 33], [34, 35, 18, 48, 16, 1, 44, 39], [40, 5, 54, 46, 2, 49], [47, 56, 27, 21, 36, 29, 25, 58]]
1.54s;0.0967118%;1035;[[3, 38, 15], [9], [13, 12, 22, 4, 26, 32, 43], [14, 23, 7, 55, 50], [17, 57, 52, 31, 11, 60, 28], [19, 40, 53, 8, 41, 6, 25], [20, 5, 54, 46, 2, 49], [24, 10, 59, 45, 37, 30, 42, 33], [34, 35, 18, 48, 16, 1, 44, 39], [51, 47, 56, 27, 21, 36, 29, 58]]
1.48s;0.773694%;1042;[[3, 38, 15], [9, 47, 56, 27, 21, 36, 29, 58], [12, 22, 4, 26, 43, 32, 42, 33], [13, 50, 55], [14, 7, 23, 19], [17, 57, 52, 31, 11, 60, 28], [24, 10, 59, 45, 37, 30], [34, 35, 18, 48, 16, 1, 44, 39], [40, 5, 54, 46, 2, 49], [51, 25, 20, 6, 41, 8, 53]]
1.74s;0.773694%;1042;[[3, 38, 15], [5, 54, 46, 2, 49], [9, 51], [13, 12, 22, 4, 26, 32, 43], [14, 23, 7, 55, 50], [17, 57, 52, 31, 11, 60, 28], [19, 40, 53, 8, 41, 6, 25], [24, 10, 59, 45, 37, 30, 42, 33], [34, 35, 18, 48, 16, 1, 44, 39], [47, 56, 27, 21, 36, 29, 20, 58]]
1.75s;0.676983%;1041;[[2, 5, 54, 46, 59, 10, 24], [3, 38, 15], [9, 51], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28, 39], [19, 40, 53, 8, 41, 6, 25], [33, 42, 32, 30, 37, 45, 49], [34, 35, 18, 48, 16, 1, 44], [47, 56, 27, 21, 36, 29, 20, 58]]
1.70s;0.773694%;1042;[[3, 38, 15], [9, 51], [10, 59, 45, 37, 30, 32, 42, 33], [13, 50, 12, 22, 4, 26, 43], [14, 23, 7, 55], [17, 57, 52, 31, 11, 60, 28], [19, 24, 49, 2, 41, 6, 25], [34, 35, 18, 48, 16, 1, 44, 39], [40, 8, 53, 5, 54, 46], [47, 56, 27, 21, 36, 29, 20, 58]]
