elapsed;gap;fitness;solution
1.42s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.50s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.46s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 3, 12, 22, 16, 33]]
0.42s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.43s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.46s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.31s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.58s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.30s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.37s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.28s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.29s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.31s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 3, 12, 22, 16, 33]]
0.30s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.35s;0.771208%;784;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 13, 25, 28, 32, 21, 18], [27, 1, 23, 11, 19, 17, 31]]
0.30s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.27s;0.0%;778;[[2, 9, 3, 12, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.32s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.27s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.27s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.28s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.31s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.29s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.29s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.30s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.29s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.28s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.49s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]
0.28s;0.257069%;780;[[4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 20], [18, 2, 9, 12, 3, 22, 16, 33]]
0.31s;0.0%;778;[[2, 9, 12, 3, 22, 16, 33, 20], [4, 26, 5, 24, 30], [7, 6, 15, 8, 29, 14], [10, 17, 19, 11, 23, 1, 27], [13, 25, 31, 28, 32, 21, 18]]

avg_time;avg_ans;best_ans;worst_ans;avg_gap;best_gap;worst_gap
0.38s;778.93;778;784;0.119966%;0.0%;0.771208%
