elapsed;gap;fitness;solution
1.02s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.26s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.22s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.22s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.16s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.15s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.17s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.18s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.16s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.19s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.15s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.14s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.14s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.14s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.17s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.12s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.13s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]
0.15s;0.0%;375;[[6, 1, 2, 5, 7, 9], [10, 8, 3, 4, 11, 13], [12, 15, 18, 20, 17], [14, 21, 19, 16]]

avg_time;avg_ans;best_ans;worst_ans;avg_gap;best_gap;worst_gap
0.18s;375.00;375;375;0.0%;0.0%;0.0%
