elapsed;gap;fitness;solution
1.75s;0.0%;805;[[11, 32, 22, 9, 19, 6, 31], [14, 15, 1, 10, 20], [16, 26], [21, 28, 3, 13, 37, 35, 2, 30], [23, 33, 18, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
0.96s;0.0%;805;[[9, 19, 6, 22, 21, 14], [11, 3, 13, 37, 35, 2, 30, 31], [16, 26], [20, 10, 1, 15, 28, 32], [23, 18, 33, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
0.89s;0.0%;805;[[9, 19, 6, 22, 21, 14], [11, 3, 13, 37, 35, 2, 30, 31], [16, 26], [20, 10, 1, 15, 28, 32], [23, 18, 33, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
0.88s;0.0%;805;[[9, 19, 6, 22, 21, 14], [11, 3, 13, 37, 35, 2, 30, 31], [16, 26], [20, 10, 1, 15, 28, 32], [23, 18, 33, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
1.08s;0.0%;805;[[9, 19, 6, 22, 21, 14], [11, 3, 13, 37, 35, 2, 30, 31], [16, 26], [20, 10, 1, 15, 28, 32], [23, 33, 18, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
1.23s;0.0%;805;[[9, 19, 6, 22, 21, 14], [11, 3, 13, 37, 35, 2, 30, 31], [16, 26], [20, 10, 1, 15, 28, 32], [23, 18, 33, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
0.67s;0.124224%;806;[[11, 32, 3, 22], [14, 15, 1, 10, 20], [21, 28, 13, 37, 35, 2, 30], [23, 33, 18, 4, 5, 27], [25, 7, 12, 29, 24, 34, 8, 17, 36], [26, 16, 9, 19, 6, 31]]
0.63s;0.0%;805;[[11, 32, 22, 9, 19, 6, 31], [14, 15, 1, 10, 20], [16, 26], [21, 28, 3, 13, 37, 35, 2, 30], [23, 18, 33, 4, 5, 27], [25, 7, 12, 29, 24, 34, 8, 17, 36]]
0.65s;0.124224%;806;[[11, 32, 3, 22], [14, 15, 1, 10, 20], [21, 28, 13, 37, 35, 2, 30], [23, 18, 33, 4, 5, 27], [25, 7, 12, 29, 24, 34, 8, 17, 36], [26, 16, 9, 19, 6, 31]]
0.89s;0.0%;805;[[9, 19, 6, 22, 32, 28, 21], [11, 3, 13, 37, 35, 2, 30, 31], [14, 15, 1, 10, 20], [16, 26], [23, 18, 33, 4, 5, 27], [25, 7, 12, 24, 29, 34, 8, 17, 36]]
