elapsed;gap;fitness;solution
5.19s;1.14204%;1417;[[6, 25, 29, 15, 45], [9, 54, 5, 4, 34, 42], [10, 41, 13, 32, 24, 61, 52, 56], [11, 57, 17, 1, 14, 30], [18, 22, 12, 28, 43, 38], [20, 19, 51, 3, 53], [23, 37, 59, 31, 58, 2, 63, 47, 46, 8, 16, 60], [27, 35, 26, 21, 7, 44, 39, 40, 36, 50, 49, 55], [33, 48, 62]]
2.25s;1.21342%;1418;[[6, 20, 51, 19, 42], [9, 34, 4, 54, 5, 37, 23], [10, 41, 13, 24, 61, 52, 56], [11, 57, 17, 1, 27, 14, 30], [15, 53, 3, 62], [18, 22, 12, 28, 43, 38], [25, 29, 45, 48, 33], [32, 60, 16, 8, 46, 47, 63, 2, 58, 31, 59], [35, 26, 21, 7, 44, 39, 36, 40, 50, 49, 55]]
2.20s;1.64168%;1424;[[6, 45, 20, 51, 19], [9, 34, 5, 54, 4, 42], [10, 41, 56, 52, 13, 61, 24, 32], [11, 57, 17, 1, 27, 14, 30], [15, 53, 3, 62], [18, 22, 12, 28, 43, 38], [23, 37, 59, 31, 58, 2, 63, 47, 46, 8, 16, 60], [25, 29, 48, 33], [35, 26, 21, 7, 44, 39, 40, 36, 50, 49, 55]]
1.70s;1.57031%;1423;[[3, 30, 1, 17, 57, 11], [6, 53, 62, 48], [9, 34, 4, 5, 50, 31, 59], [10, 41, 56, 52, 13, 61, 24, 32], [18, 22, 12, 28, 43, 38], [20, 51, 23, 37, 19, 42], [25, 29, 15, 45, 33], [27, 14, 35, 26, 21, 7, 36, 40, 39, 44, 49, 55], [54, 58, 2, 63, 47, 46, 8, 16, 60]]
3.52s;1.35617%;1420;[[6, 19, 51, 20], [9, 34, 4, 5, 54, 42], [10, 41, 56, 52, 13, 61, 24, 32], [11, 57, 17, 1, 27, 14, 30], [15, 53, 3, 62], [18, 22, 12, 28, 43, 38], [23, 37, 59, 31, 58, 2, 63, 47, 46, 8, 16, 60], [25, 29, 45, 48, 33], [35, 26, 21, 7, 44, 39, 36, 40, 50, 49, 55]]
2.75s;1.64168%;1424;[[6, 29, 25], [8, 46, 47, 63, 2, 58, 50, 31, 59], [9, 54, 5, 4, 34, 42], [10, 41, 56, 52, 13, 61, 24, 16, 60, 32], [11, 37, 23, 51, 19, 20], [15, 57, 12, 22, 18, 38], [17, 1, 27, 14, 30, 3, 53, 45], [33, 48, 62], [43, 28, 35, 26, 21, 7, 40, 36, 39, 44, 49, 55]]
2.51s;1.14204%;1417;[[6, 25, 29, 15, 45], [9, 34, 4, 5, 54, 42], [10, 41, 56, 52, 13, 61, 24, 32], [11, 57, 17, 1, 14, 30], [18, 22, 12, 28, 43, 38], [20, 19, 51, 3, 53], [23, 37, 59, 31, 58, 2, 63, 47, 46, 8, 16, 60], [27, 35, 26, 21, 7, 44, 39, 40, 36, 50, 49, 55], [33, 62, 48]]
5.83s;1.07066%;1416;[[6, 45, 15, 29, 25], [9, 34, 4, 5, 54, 42], [10, 41, 56, 52, 13, 61, 24, 32], [11, 57, 17, 1, 27, 14, 30], [18, 22, 12, 28, 43, 38], [20, 19, 51, 3, 53], [23, 37, 59, 31, 58, 2, 63, 47, 46, 8, 16, 60], [33, 62, 48], [35, 26, 21, 7, 44, 39, 40, 36, 50, 49, 55]]
3.09s;1.21342%;1418;[[6, 20, 51, 19, 42], [9, 34, 4, 54, 5, 37, 23], [10, 41, 13, 24, 61, 52, 56], [11, 57, 17, 1, 27, 14, 30], [15, 53, 3, 62], [18, 22, 12, 28, 43, 38], [25, 29, 45, 48, 33], [32, 60, 16, 8, 46, 47, 63, 2, 58, 31, 59], [35, 26, 21, 7, 44, 39, 40, 36, 50, 49, 55]]
2.38s;1.42755%;1421;[[6, 45, 15, 29, 25], [9, 4, 5, 50, 31, 59, 55], [10, 60, 16, 8, 46, 47, 63, 2, 58, 54], [11, 57, 17, 1, 3, 53], [18, 22, 12, 28, 43, 38], [19, 34, 37, 23, 51, 20], [27, 14, 35, 26, 21, 7, 40, 36, 39, 44, 49, 30], [33, 62, 48], [41, 56, 52, 13, 61, 24, 32, 42]]
