elapsed;gap;fitness;solution
1.16s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.42s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.37s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.32s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.30s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.27s;0.0%;784;[[6, 3, 2, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.24s;0.0%;784;[[6, 3, 2, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.26s;0.0%;784;[[6, 3, 2, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.27s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.22s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.23s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.22s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.23s;0.0%;784;[[6, 3, 2, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
0.22s;0.0%;784;[[6, 2, 3, 23, 4, 11, 28, 14], [12, 1, 16, 30], [20, 5, 25, 10, 15, 22, 9, 8, 18, 29], [21, 31, 19, 17, 13, 7, 26], [24, 27]]
