elapsed;fitness;solution
13.11s;700;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 36, 21], [16, 49, 24, 44, 3, 17], [23, 41, 42, 43, 1, 33], [29, 5, 47, 48, 30], [35, 14, 19, 8, 46]]
8.23s;697;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [15, 20, 37, 36, 5, 29], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
12.60s;701;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 29, 27, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [13, 15, 20, 37, 5, 48], [17, 44, 32, 40], [28, 21, 36, 47], [35, 14, 19, 8, 46]]
8.31s;707;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 32], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 35, 19, 8, 46], [10, 31, 39, 40], [14, 11, 38], [15, 20, 37, 36, 5, 29], [17, 44, 9, 12, 26], [28, 21, 47, 48]]
7.35s;705;[[2, 22, 28, 21], [4, 34, 46, 26], [6, 16, 3, 44, 40], [7, 35, 14, 19, 13, 8], [10, 38, 11], [12, 9, 32, 17], [23, 41, 42, 43, 1, 33], [27, 15, 20, 37, 36, 47], [30, 48, 5, 29, 45], [39, 31, 25, 18, 24, 49]]
12.36s;701;[[1, 22, 42, 41, 43, 23, 16], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 25, 32], [12, 39, 9, 40], [15, 20, 37, 36, 5, 29], [17, 3, 44, 18, 24, 49], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
10.97s;703;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 5, 48], [16, 49, 24, 44, 3, 17], [23, 41, 42, 43, 1, 33], [29, 47, 36, 21, 30], [35, 14, 19, 8, 46]]
3.96s;703;[[1, 43, 41, 42, 22, 2], [4, 45, 29, 13, 27], [5, 47, 36, 37, 20, 15], [6, 33, 16, 3, 44], [9, 25, 18, 24, 49, 23], [11, 14, 19, 35], [12, 40, 32, 17], [26, 7, 8, 46, 34], [28, 21, 48, 30], [38, 10, 31, 39]]
11.20s;699;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 29, 27, 34], [5, 36, 37, 20, 15, 13], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
9.54s;697;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [15, 20, 37, 36, 5, 29], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
