elapsed;fitness;solution
24.20s;705;[[2, 22, 28, 21], [3, 44, 24, 49, 16, 6], [4, 45, 34, 46], [5, 37, 20, 15, 13, 27], [7, 35, 38, 10, 31], [8, 19, 14, 11], [17, 40, 12, 26], [23, 41, 42, 43, 1, 33], [29, 36, 47, 48, 30], [32, 18, 25, 9, 39]]
44.17s;700;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 36, 21], [16, 49, 24, 3, 44, 17], [23, 41, 42, 43, 1, 33], [29, 5, 47, 48, 30], [35, 14, 19, 8, 46]]
21.01s;704;[[2, 28, 22, 6], [4, 34, 46], [7, 35, 14, 19, 13, 27], [8, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [16, 49, 24, 3, 44, 17], [21, 36, 47, 48, 45], [23, 41, 42, 43, 1, 33], [29, 15, 20, 37, 5, 30]]
44.60s;700;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 36, 21], [16, 49, 24, 3, 44, 17], [23, 41, 42, 43, 1, 33], [29, 5, 47, 48, 30], [35, 14, 19, 8, 46]]
60.70s;697;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [15, 20, 37, 36, 5, 29], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
11.29s;703;[[1, 22, 42, 41, 43, 23, 16], [2, 33, 6, 17], [3, 49, 24, 18, 25, 9], [4, 45, 29, 13, 27], [5, 47, 36, 37, 20, 15], [11, 14, 19, 35], [12, 40, 32, 44], [26, 7, 8, 46, 34], [28, 21, 48, 30], [38, 10, 31, 39]]
12.01s;706;[[2, 28, 22, 6], [4, 27, 13, 19, 35, 7], [10, 31, 39, 40], [12, 9, 25, 18, 32], [14, 11, 38], [16, 49, 24, 44, 3, 17], [21, 36, 47, 48, 45], [23, 41, 42, 43, 1, 33], [26, 8, 46, 34], [29, 15, 20, 37, 5, 30]]
47.77s;697;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [15, 20, 37, 36, 5, 29], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
26.66s;704;[[2, 28, 22, 6], [4, 34, 8, 46], [7, 35, 14, 19, 13, 27], [9, 25, 31, 39, 12], [10, 38, 11], [16, 49, 24, 18, 32], [17, 3, 44, 40, 26], [21, 36, 47, 48, 45], [23, 41, 42, 43, 1, 33], [29, 15, 20, 37, 5, 30]]
48.75s;697;[[1, 22, 42, 41, 43, 23, 16], [3, 49, 24, 18, 25, 9], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 39, 12], [15, 20, 37, 36, 5, 29], [17, 44, 32, 40], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
22.45s;706;[[1, 43, 41, 42, 22, 2], [4, 45, 29, 13, 27], [5, 47, 36, 37, 20, 15], [6, 16, 3, 44, 32], [8, 19, 14, 11], [12, 9, 40, 17], [25, 18, 24, 49, 23, 33], [26, 7, 35, 46, 34], [28, 21, 48, 30], [38, 10, 31, 39]]
19.98s;703;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 5, 48], [16, 49, 24, 44, 3, 17], [23, 41, 42, 43, 1, 33], [29, 47, 36, 21, 30], [35, 14, 19, 8, 46]]
14.24s;701;[[1, 22, 42, 41, 43, 23, 16], [4, 45, 27, 13, 34], [6, 33, 2, 30], [7, 11, 38, 26], [10, 31, 25, 32], [12, 39, 9, 40], [15, 20, 37, 36, 5, 29], [17, 3, 44, 18, 24, 49], [28, 21, 47, 48], [35, 14, 19, 8, 46]]
45.62s;704;[[2, 28, 22, 6], [4, 45, 27, 13, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [15, 20, 37, 36, 5, 29], [16, 49, 24, 3, 44, 17], [21, 47, 48, 30], [23, 41, 42, 43, 1, 33], [35, 14, 19, 8, 46]]
22.32s;700;[[2, 28, 22, 6], [4, 45, 27, 34], [7, 11, 38, 26], [10, 31, 39, 40], [12, 9, 25, 18, 32], [13, 15, 20, 37, 36, 21], [16, 49, 24, 44, 3, 17], [23, 41, 42, 43, 1, 33], [29, 5, 47, 48, 30], [35, 14, 19, 8, 46]]
