elapsed;fitness;solution
47.32s;1036;[[5, 28, 13], [7, 8, 23, 37, 65, 32, 16], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 20, 19, 35, 49, 1, 36, 39], [17, 38, 50, 11, 4, 46], [31, 18, 26, 2, 66, 47, 33], [41, 51, 59, 24, 29, 10, 27, 43], [42, 34, 6, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
34.65s;1035;[[5, 28, 13], [9, 48, 25, 21, 63], [11, 35, 49, 1, 42, 39], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 50, 19, 20, 7, 29, 41, 16], [17, 38, 59, 24, 10, 27, 43], [31, 18, 26, 2, 47, 33], [32, 65, 37, 23, 8, 51, 66], [46, 4, 36, 6, 34, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
16.21s;1044;[[2, 51, 59, 24, 29, 10, 38], [5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 50, 11, 20, 7, 17], [16, 43, 27, 41, 26, 33, 47], [31, 18, 65, 37, 23, 8, 32, 66], [39, 36, 1, 49, 35, 19, 4, 46], [42, 34, 6, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
30.54s;1034;[[5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 20, 19, 35, 49, 1, 36, 39], [16, 43, 10, 7, 50, 11, 4, 46], [17, 38, 29, 24, 51, 41], [27, 59, 8, 23, 37, 65, 32], [44, 40, 64, 6, 34, 42, 53], [47, 33, 31, 18, 26, 2, 66], [60, 3, 57, 30, 61, 62]]
20.96s;1041;[[5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 50, 11, 20, 7, 17], [16, 41, 51, 59, 24, 10, 27, 43], [19, 35, 49, 1, 36, 6, 34, 64, 40], [31, 18, 33, 47, 26, 2, 66], [32, 65, 37, 23, 8, 29, 38], [46, 4, 39, 42, 44, 53], [60, 3, 57, 30, 61, 62]]
9.07s;1041;[[5, 28, 13], [9, 48, 21, 25, 63], [10, 38, 7, 20, 19, 14, 4, 46], [12, 45, 52, 22, 54, 55, 56, 15, 58], [17, 29, 59, 24, 27, 43, 16, 41], [31, 18, 26, 2, 47, 33], [39, 1, 49, 35, 11, 50], [40, 60, 3, 57, 30, 61, 62], [53, 44, 42, 36, 6, 34, 64], [65, 37, 23, 8, 32, 51, 66]]
34.22s;1035;[[5, 28, 13], [9, 48, 21, 25, 63], [11, 35, 49, 1, 42, 39], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 50, 19, 20, 7, 29, 27, 43], [16, 41, 24, 59, 10, 38, 17], [31, 18, 26, 2, 47, 33], [46, 4, 36, 6, 34, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62], [65, 37, 23, 8, 32, 51, 66]]
6.26s;1039;[[2, 51, 59, 24, 29, 10, 38], [5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 20, 19, 35, 49, 1, 36, 39], [16, 43, 27, 41, 26, 47, 33], [17, 7, 50, 11, 4, 46], [31, 18, 65, 37, 23, 8, 32, 66], [44, 40, 64, 6, 34, 42, 53], [60, 3, 57, 30, 61, 62]]
30.72s;1044;[[5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 50, 20, 19, 11, 4, 46], [16, 38, 7, 35, 49, 1, 36, 39], [17, 8, 23, 37, 65, 32], [41, 51, 59, 24, 29, 10, 27, 43], [44, 40, 64, 6, 34, 42, 53], [47, 33, 31, 18, 26, 2, 66], [60, 3, 57, 30, 61, 62]]
39.63s;1036;[[5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 11, 49, 1, 42, 39], [16, 43, 27, 7, 20, 19, 35, 50], [17, 38, 10, 29, 59, 51, 41], [31, 18, 26, 2, 47, 33], [32, 65, 37, 23, 8, 24, 66], [46, 4, 36, 6, 34, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
22.77s;1044;[[5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 50, 11, 20, 7, 17], [27, 43, 16, 2, 26, 33, 47], [31, 18, 65, 37, 23, 8, 32, 66], [38, 10, 29, 24, 59, 51, 41], [39, 36, 1, 49, 35, 19, 4, 46], [42, 34, 6, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
29.75s;1035;[[5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 20, 19, 35, 49, 1, 36, 39], [16, 43, 10, 7, 50, 11, 4, 46], [17, 38, 29, 24, 59, 51], [31, 18, 26, 2, 66, 47, 33], [32, 65, 37, 23, 8, 27, 41], [44, 40, 64, 6, 34, 42, 53], [60, 3, 57, 30, 61, 62]]
33.38s;1039;[[4, 11, 35, 49, 1, 6, 34, 64, 40], [5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 50, 19, 20, 7, 29, 41, 16], [17, 38, 59, 24, 10, 27, 43], [31, 18, 26, 2, 47, 33], [32, 65, 37, 23, 8, 51, 66], [46, 39, 36, 42, 44, 53], [60, 3, 57, 30, 61, 62]]
6.86s;1048;[[2, 16, 41, 51, 59, 24, 27, 43], [5, 28, 13], [9, 48, 25, 21, 63], [10, 29, 7, 11, 50, 14, 4, 46], [12, 45, 52, 22, 54, 55, 15, 56, 58], [17, 38, 26, 47, 33], [20, 19, 35, 49, 1, 36, 39], [31, 18, 65, 37, 23, 8, 32, 66], [44, 40, 64, 6, 34, 42, 53], [60, 3, 57, 30, 61, 62]]
19.22s;1052;[[1, 49, 35, 19, 20, 7, 41, 16], [5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [17, 38, 26, 47, 33], [31, 18, 2, 59, 24, 29, 10, 27, 43], [39, 36, 11, 50, 14, 4, 46], [42, 34, 6, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62], [65, 37, 23, 8, 32, 51, 66]]
7.06s;1050;[[5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 11, 36, 6, 34, 64, 40, 53], [16, 27, 59, 24, 29, 38, 17], [31, 18, 26, 2, 47, 33], [41, 43, 10, 7, 39, 42, 44], [46, 4, 1, 49, 35, 19, 20, 50], [60, 3, 57, 30, 61, 62], [65, 37, 23, 8, 32, 51, 66]]
34.20s;1041;[[5, 21, 25, 63, 48, 9], [12, 45, 52, 22, 54, 55, 56, 15, 58], [13, 28], [14, 50, 11, 20, 7, 17], [16, 41, 51, 59, 24, 10, 27, 43], [32, 65, 37, 23, 8, 29, 38], [39, 36, 1, 49, 35, 19, 4, 46], [44, 40, 64, 6, 34, 42, 53], [47, 33, 31, 18, 26, 2, 66], [60, 3, 57, 30, 61, 62]]
33.54s;1032;[[4, 42, 34, 6, 64, 40, 44, 53], [5, 28, 13], [9, 48, 21, 25, 63], [12, 45, 52, 22, 54, 55, 15, 56, 58], [14, 20, 19, 35, 49, 1, 36, 39], [16, 43, 27, 7, 11, 50, 46], [17, 38, 10, 29, 24, 59, 41], [31, 18, 26, 2, 47, 33], [60, 3, 57, 30, 61, 62], [65, 37, 23, 8, 32, 51, 66]]
19.42s;1036;[[5, 28, 13], [9, 48, 25, 21, 63], [12, 45, 52, 22, 54, 55, 56, 15, 58], [14, 11, 49, 1, 42, 39], [16, 41, 51, 24, 38, 17], [27, 10, 7, 20, 19, 35, 50], [31, 18, 26, 2, 47, 33], [43, 29, 59, 8, 23, 37, 65, 32, 66], [46, 4, 36, 6, 34, 64, 40, 44, 53], [60, 3, 57, 30, 61, 62]]
