elapsed;gap;fitness;solution
7.16s;1.54703%;1641;[[3, 41, 9, 42, 61, 16], [7, 60, 48, 36, 49, 13, 25], [8, 24, 59, 27, 45, 5, 19], [10, 47, 4, 18, 1, 46, 31, 38, 43], [11, 33, 44, 15, 56], [12, 6, 37, 17, 28], [20, 34, 2, 30, 29, 54], [21, 55, 32, 58, 40, 14, 50, 53], [22, 35, 51, 57, 62, 52, 23, 39], [26]]
7.86s;0.866337%;1630;[[3, 41, 9, 42, 61, 7], [6, 37, 57, 62, 52, 23, 39, 10], [11, 33, 44, 15, 56], [12, 53, 55, 32, 58, 14, 40, 21], [13, 49, 8, 24, 59, 27, 45, 5, 19], [16, 43, 38, 31, 46, 1, 18, 4, 47], [20, 34, 2, 30, 29, 54], [22, 50, 51, 35, 17, 28], [26, 25, 60, 36, 48]]
7.45s;1.73267%;1644;[[5, 45, 27, 59, 24, 8], [7, 60, 48, 36, 49, 13, 25], [10, 47, 4, 18, 1, 46, 43, 31, 38], [11, 33, 44, 15, 56], [12, 6, 37, 35, 17, 22, 53], [16, 42, 9, 41, 3, 61], [19, 20, 34, 2, 30, 29, 54], [21, 40, 14, 58, 32, 55, 28], [26], [39, 23, 52, 62, 57, 51, 50]]
4.56s;1.2995%;1637;[[3, 41, 9, 42, 61, 16], [5, 45, 27, 59, 24, 8, 13], [7, 60, 48, 36, 49, 25, 19], [10, 39, 23, 62, 57, 51, 35, 22], [11, 33, 44, 56], [12, 6, 37, 17, 28, 15], [20, 34, 2, 30, 29, 54], [21, 55, 32, 58, 40, 14, 50, 53], [26], [43, 38, 31, 46, 1, 18, 4, 47, 52]]
8.38s;1.36139%;1638;[[7, 3, 41, 9, 42, 61], [10, 39, 52, 37, 6, 28, 12], [11, 33, 44, 15, 56], [13, 49, 8, 24, 59, 27, 45, 5, 19], [16, 38, 31, 43, 46, 1, 18, 4, 47], [20, 34, 2, 30, 29, 54], [21, 55, 32, 58, 40, 14, 50, 53], [22, 17, 35, 51, 57, 62, 23], [26, 25, 60, 36, 48]]
11.44s;0.804455%;1629;[[5, 45, 27, 59, 24, 8, 49, 13], [7, 3, 41, 9, 42, 61], [11, 33, 44, 15, 56], [12, 6, 37, 17, 28], [16, 10, 39, 23, 62, 57, 51, 35, 53], [19, 54, 29, 30, 2, 34, 20], [21, 55, 32, 58, 40, 14, 50, 22], [26, 25, 48, 36, 60], [38, 31, 43, 46, 1, 18, 4, 47, 52]]
6.46s;0.990099%;1632;[[3, 41, 9, 42, 61, 7], [10, 39, 23, 62, 52, 37, 6, 28], [11, 33, 44, 15, 56], [12, 53, 55, 32, 58, 14, 40, 21], [13, 34, 59, 27, 45, 5, 2, 30], [16, 38, 31, 43, 46, 1, 18, 4, 47], [17, 35, 51, 57, 50, 22], [19, 25, 29, 54, 20, 26], [49, 8, 24, 36, 48, 60]]
6.27s;1.2995%;1637;[[3, 41, 38, 9, 42], [5, 45, 27, 59, 24, 8, 13], [7, 16, 43, 31, 46, 1, 18, 4, 47, 23], [10, 39, 52, 62, 57, 51, 50, 22], [11, 33, 15, 56, 19, 26], [12, 6, 37, 35, 17, 28], [20, 34, 2, 30, 29, 54], [21, 55, 40, 14, 58, 32, 53, 44], [25, 60, 49, 36, 48, 61]]
12.37s;0.866337%;1630;[[3, 41, 9, 42, 61, 7], [5, 45, 27, 59, 24, 8, 49, 13], [10, 39, 23, 62, 52, 37, 6, 28], [11, 33, 44, 15, 56], [12, 53, 55, 32, 58, 14, 40, 21], [16, 38, 31, 43, 46, 1, 18, 4, 47], [17, 35, 51, 57, 50, 22], [20, 34, 2, 30, 29, 54], [26, 19, 25, 60, 36, 48]]
12.46s;0.804455%;1629;[[5, 45, 27, 59, 24, 8, 49, 13], [7, 3, 41, 9, 42, 61], [10, 6, 37, 35, 17, 22, 28], [11, 33, 44, 15, 56], [12, 53, 55, 32, 58, 14, 40, 21], [16, 38, 31, 43, 46, 1, 18, 4, 47], [20, 34, 2, 30, 29, 54], [26, 19, 25, 48, 36, 60], [39, 23, 52, 62, 57, 51, 50]]
