elapsed;gap;fitness;solution
6.51s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
7.53s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
4.95s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
7.09s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
3.98s;0.514139%;1173;[[4, 20, 49, 39, 50, 7, 5, 18, 28], [10, 26, 45, 21, 33, 9, 38], [11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [23, 29, 36, 1, 17, 15, 35, 43], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
6.33s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
7.15s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
5.95s;0.17138%;1169;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 50, 39, 7, 5, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
4.49s;0.685518%;1175;[[11, 38, 9, 33, 21, 45, 36, 49], [12, 37, 48, 40, 31, 8, 19], [13, 22, 3, 53, 44], [16, 6, 27, 2, 14, 32], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 29, 1, 26, 17, 10, 15, 35], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
6.92s;0.0%;1167;[[11, 19, 8, 31, 40, 48, 37, 32], [13, 22, 3, 53, 44], [14, 2, 12, 27, 6, 16], [18, 5, 50, 39, 7, 28, 4, 43], [23, 20, 49, 36, 1, 17, 10, 15, 35], [29, 26, 45, 21, 33, 9, 38], [30, 25, 47, 51, 24, 42, 46, 41, 34, 52]]
