elapsed;gap;fitness;solution
15.84s;1.64492%;1792;[[1, 7, 21, 40], [10, 71, 28, 79, 18, 48, 14], [11, 52, 34, 2, 37, 8, 6, 24], [12, 44, 5, 23, 62, 63], [13, 3, 60, 39, 77, 51, 42], [20, 75, 19, 47, 26, 35, 65, 69, 56, 55, 9, 54], [27, 59, 57, 61, 16, 43, 68, 78, 30], [36, 53, 67, 66, 70, 38, 73, 49], [58, 32, 4, 22, 45, 50, 72, 76], [64, 33, 15, 41, 25, 46, 31, 17, 29, 74]]
21.50s;2.3823%;1805;[[1, 7, 21, 40], [10, 71, 28, 79, 18, 48, 14], [11, 34, 24, 6, 23, 62], [12, 78, 68, 43, 16, 61, 57, 75, 20], [13, 60, 39, 3, 77, 51, 42], [29, 27, 59, 25, 46, 31, 17, 74], [32, 4, 22, 45, 50, 72, 76, 70], [44, 5, 30, 8, 37, 2, 52, 63], [49, 38, 58, 66, 67, 53, 36, 73], [54, 9, 55, 56, 69, 65, 35, 26, 19, 47, 41, 15, 33, 64]]
23.34s;1.5882%;1791;[[1, 7, 21, 40], [2, 37, 8, 68, 43, 16, 61, 78, 30], [3, 39, 60, 74, 13], [10, 63, 11, 34, 24, 6, 62], [12, 44, 23, 5, 59, 27, 31, 17], [14, 48, 18, 79, 28, 52, 71], [29, 20, 75, 57, 19, 25, 41, 46], [38, 72, 54, 9, 55, 56, 69, 65, 35, 26, 47, 15, 33, 64], [42, 51, 77, 53, 66, 67, 36, 73, 49], [58, 32, 4, 22, 45, 50, 76, 70]]
12.14s;3.00624%;1816;[[1, 7, 10, 21, 40], [3, 60, 39, 77, 51, 42], [5, 59, 27, 31, 17, 29, 74, 13], [12, 44, 23, 6, 34, 11, 63], [14, 48, 18, 79, 28, 52, 71], [30, 78, 68, 16, 43, 8, 37, 2, 24, 62], [32, 4, 22, 45, 50, 72, 76, 66], [36, 67, 70, 58, 38, 73, 49], [46, 41, 25, 20, 75, 57, 61], [53, 64, 33, 15, 47, 19, 26, 35, 65, 69, 56, 55, 9, 54]]
13.12s;2.94952%;1815;[[1, 63, 7, 21, 40], [3, 39, 60, 31, 17, 74], [10, 71, 28, 79, 18, 48, 14], [12, 44, 5, 30, 8, 37, 2, 34, 52], [13, 23, 6, 24, 11, 62], [20, 75, 19, 26, 35, 65, 69, 56, 47, 41, 25, 46], [29, 27, 59, 57, 61, 16, 43, 68, 78], [32, 4, 22, 45, 50, 70, 66, 67], [38, 58, 76, 72, 54, 9, 55, 15, 33, 64, 77, 51], [42, 53, 36, 73, 49]]
36.59s;0.850822%;1778;[[1, 7, 21, 40], [3, 39, 60, 74, 13], [10, 63, 11, 24, 6, 23], [17, 27, 59, 5, 44, 12, 62], [29, 31, 20, 75, 57, 19, 47, 26, 35, 65, 69, 56, 33, 64], [30, 78, 61, 16, 43, 68, 8, 37, 2, 34], [38, 32, 4, 22, 45, 50], [42, 51, 77, 53, 70, 66, 67, 36, 73, 49], [46, 25, 41, 15, 55, 9, 54, 72, 76, 58], [52, 28, 79, 18, 48, 14, 71]]
17.90s;2.04197%;1799;[[1, 7, 21, 40], [3, 39, 60, 29, 5, 44, 12], [10, 34, 2, 37, 8, 68, 43, 16, 61, 78], [13, 62, 6, 24, 11, 63], [23, 30, 59, 27, 17, 74], [31, 20, 75, 57, 19, 26, 35, 65, 69, 56, 47, 15, 33, 53], [42, 36, 66, 67, 38, 73, 49], [51, 77, 64, 46, 25, 41, 55, 9, 54, 72, 70], [52, 28, 79, 18, 48, 14, 71], [58, 32, 4, 22, 45, 50, 76]]
18.94s;2.26886%;1803;[[1, 7, 21, 40], [10, 71, 28, 79, 18, 48, 14], [11, 52, 34, 2, 37, 8, 23, 12], [13, 44, 5, 6, 24, 63, 62], [20, 75, 19, 47, 26, 35, 65, 69, 56, 55, 9, 54, 72], [27, 59, 57, 61, 16, 43, 68, 78, 30], [36, 67, 66, 70, 58, 38, 73], [42, 51, 77, 3, 60, 39, 53], [49, 32, 4, 22, 45, 50, 76], [64, 33, 15, 41, 25, 46, 31, 17, 29, 74]]
24.89s;1.64492%;1792;[[1, 7, 21, 40], [10, 71, 28, 79, 18, 48, 14], [12, 44, 5, 6, 23, 62], [13, 74, 60, 39, 3, 77, 51], [20, 75, 57, 61, 16, 43, 68, 78, 30], [24, 8, 37, 2, 34, 52, 11, 63], [29, 17, 31, 27, 59, 25, 41, 46, 64], [33, 15, 47, 19, 26, 35, 65, 69, 56, 55, 9, 54, 72, 70, 36], [42, 53, 67, 66, 38, 73, 49], [58, 32, 4, 22, 45, 50, 76]]
9.32s;1.98525%;1798;[[1, 7, 21, 40], [3, 39, 60, 46, 25, 41, 64], [5, 59, 27, 17, 29, 74, 13], [10, 63, 11, 23, 44, 12], [30, 78, 68, 43, 16, 61, 57, 75, 20, 31, 77, 51], [34, 2, 37, 8, 6, 24, 62], [42, 36, 66, 67, 38, 73, 49], [52, 28, 79, 18, 48, 14, 71], [53, 33, 15, 47, 19, 26, 35, 65, 69, 56, 55, 9, 54, 72, 70], [58, 32, 4, 22, 45, 50, 76]]
