elapsed;gap;fitness;solution
9.52s;1.80723%;845;[[4, 45, 27, 13, 54, 52, 34], [6, 51, 3, 44, 32, 40, 17], [7, 35, 14, 59, 19, 8, 46], [9, 25, 55, 50, 18, 24, 49, 16], [12, 72, 39, 31, 10, 58, 26], [29, 5, 36, 69, 71, 60, 70, 20, 37, 15, 57], [30, 48, 47, 21, 74, 75], [33, 73, 1, 43, 42, 41, 56, 23, 63], [38, 65, 66, 11, 53], [62, 22, 64, 61, 28, 2, 68], [67]]
6.87s;3.37349%;858;[[3, 44, 32, 50, 18, 24, 49, 51], [4, 27, 15, 57, 13, 54, 8, 46], [6, 33, 62, 28, 74, 2, 68], [7, 11, 66, 65, 38, 26], [16, 63, 23, 56, 41, 64, 42, 43], [30, 47, 36, 69, 21, 61, 22, 1, 73], [34, 52, 19, 59, 14, 53, 35], [45, 29, 5, 37, 20, 70, 60, 71, 48], [58, 10, 31, 55, 25, 9, 39, 72], [67, 12, 40, 17, 75]]
13.26s;0.240964%;832;[[4, 52, 46, 34, 67], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 11, 10, 58, 26], [8, 19, 54, 13, 57, 15, 5, 29, 45], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 40, 32, 9, 39], [27, 37, 20, 70, 60, 71, 69, 36, 47, 48], [30, 74, 21, 61, 28, 2, 68], [35, 14, 59, 66, 65, 38], [62, 22, 64, 42, 41, 43, 1, 73], [75]]
14.66s;0.361446%;833;[[4, 45, 27, 52, 34, 67], [5, 15, 57, 13, 54, 19, 8, 46], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 65, 38, 10, 58, 26], [11, 66, 59, 14, 35], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 40, 32, 9, 39], [29, 37, 20, 70, 60, 71, 69, 36, 47, 48], [30, 74, 21, 61, 28, 2, 68], [62, 22, 64, 42, 41, 43, 1, 73], [75]]
12.79s;0.722892%;836;[[2, 28, 61, 69, 21, 74, 30], [5, 37, 20, 70, 60, 71, 36, 47, 48], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 11, 10, 58, 26], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 32, 9, 39, 40], [19, 14, 59, 66, 65, 38], [34, 52, 27, 13, 54, 57, 15, 29, 45], [62, 22, 64, 42, 41, 43, 1, 73, 68], [67, 35, 8, 46, 4, 75]]
14.73s;0.240964%;832;[[4, 52, 34, 46, 67], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 65, 38, 10, 58, 26], [8, 19, 54, 13, 57, 15, 5, 29, 45], [11, 66, 59, 14, 35], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 32, 9, 39, 40], [27, 37, 20, 70, 60, 71, 69, 36, 47, 48], [30, 74, 21, 61, 28, 2, 68], [62, 22, 64, 42, 41, 43, 1, 73], [75]]
20.48s;0.963855%;838;[[6, 51, 3, 44, 32, 40, 17], [7, 14, 59, 19, 8, 67], [9, 25, 55, 50, 18, 24, 49, 16], [12, 72, 39, 31, 10, 58, 26], [30, 48, 5, 15, 57, 13, 54, 46], [33, 73, 1, 43, 42, 41, 56, 23, 63], [34, 52, 27, 29, 45, 4, 75], [35, 53, 11, 66, 65, 38], [37, 20, 70, 60, 71, 69, 36, 47, 21, 74], [62, 22, 64, 61, 28, 2, 68]]
14.65s;1.80723%;845;[[1, 43, 42, 64, 41, 56, 23, 63], [4, 45, 27, 13, 54, 52, 34], [6, 16, 49, 24, 18, 50, 32], [7, 14, 59, 19, 8, 46], [17, 3, 44, 40, 12, 26], [29, 5, 36, 69, 71, 60, 70, 20, 37, 15, 57], [35, 53, 11, 66, 65, 38], [48, 47, 21, 61, 22, 73, 33, 51], [58, 10, 31, 55, 25, 9, 39, 72], [67], [68, 2, 62, 28, 74, 30, 75]]
16.49s;1.56627%;843;[[1, 43, 42, 64, 41, 56, 23, 63], [4, 45, 15, 57, 13, 54, 52, 34], [6, 33, 73, 22, 62, 2, 68, 75], [7, 14, 59, 19, 8, 46], [16, 49, 24, 18, 50, 32, 17], [27, 5, 37, 20, 70, 60, 71, 69, 36, 47], [29, 48, 21, 61, 28, 74, 30], [35, 53, 11, 66, 65, 38], [51, 3, 44, 40, 12, 26, 67], [58, 10, 31, 55, 25, 9, 39, 72]]
13.22s;1.68675%;844;[[3, 44, 32, 9, 39, 40], [6, 74, 21, 69, 36, 47, 48, 30], [11, 66, 59, 14, 35], [12, 72, 31, 10, 65, 38, 58, 26], [17, 50, 25, 55, 18, 24, 49, 16, 51], [27, 13, 54, 19, 53, 7, 8, 46], [33, 62, 22, 61, 28, 2, 68], [45, 29, 5, 37, 71, 60, 70, 20, 15, 57], [63, 23, 56, 41, 64, 42, 43, 1, 73], [67, 34, 52, 4, 75]]
14.32s;0.722892%;836;[[6, 51, 3, 44, 32, 40, 17], [7, 14, 59, 19, 8, 67], [9, 25, 55, 50, 18, 24, 49, 16], [12, 72, 39, 31, 10, 58, 26], [30, 48, 5, 15, 57, 13, 54, 46], [33, 62, 22, 61, 28, 2, 68], [34, 52, 27, 29, 45, 4, 75], [35, 53, 11, 66, 65, 38], [37, 20, 70, 60, 71, 69, 36, 47, 21, 74], [63, 23, 56, 41, 64, 42, 43, 1, 73]]
12.01s;1.56627%;843;[[4, 48, 47, 36, 69, 21, 30], [6, 33, 16, 49, 24, 44, 3, 51], [8, 19, 59, 14, 35, 7, 26], [9, 25, 55, 18, 50, 32, 17], [12, 72, 58, 10, 31, 39, 40], [34, 52, 27, 13, 54, 46, 67], [38, 65, 66, 11, 53], [45, 29, 5, 37, 71, 60, 70, 20, 15, 57], [63, 23, 56, 41, 64, 42, 43, 1, 73], [68, 2, 62, 22, 61, 28, 74, 75]]
15.78s;1.20482%;840;[[4, 45, 27, 52, 34, 67], [6, 51, 3, 44, 32, 40, 17], [7, 35, 14, 59, 19, 8, 46], [9, 25, 55, 50, 18, 24, 49, 16], [12, 72, 39, 31, 10, 58, 26], [29, 20, 70, 60, 71, 69, 36, 47, 21, 74], [30, 48, 5, 37, 15, 57, 13, 54], [33, 62, 22, 61, 28, 2, 68], [38, 65, 66, 11, 53], [63, 23, 56, 41, 64, 42, 43, 1, 73], [75]]
11.79s;1.20482%;840;[[4, 48, 47, 36, 69, 21, 30], [6, 62, 22, 61, 28, 74, 2, 68], [7, 35, 14, 59, 19, 54, 13, 27], [12, 9, 25, 55, 18, 50, 32], [17, 44, 3, 24, 49, 16, 33, 51], [26, 58, 10, 31, 72, 39, 40], [38, 65, 66, 11, 53], [45, 29, 5, 37, 71, 60, 70, 20, 15, 57], [63, 23, 56, 41, 64, 42, 43, 1, 73], [67, 46, 8, 52, 34, 75]]
19.82s;0.361446%;833;[[4, 45, 27, 52, 34, 67], [5, 15, 57, 13, 54, 19, 8, 46], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 65, 38, 10, 58, 26], [11, 66, 59, 14, 35], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 40, 32, 9, 39], [29, 37, 20, 70, 60, 71, 69, 36, 47, 48], [30, 74, 21, 61, 28, 2, 68], [62, 22, 64, 42, 41, 43, 1, 73], [75]]
14.33s;0.240964%;832;[[4, 52, 34, 46, 67], [6, 33, 63, 23, 56, 24, 49, 16], [7, 53, 65, 38, 10, 58, 26], [8, 19, 54, 13, 57, 15, 5, 29, 45], [11, 66, 59, 14, 35], [12, 72, 31, 25, 55, 18, 50, 44, 3, 51], [17, 32, 9, 39, 40], [27, 37, 20, 70, 60, 71, 69, 36, 47, 48], [30, 74, 21, 61, 28, 2, 68], [62, 22, 64, 42, 41, 43, 1, 73], [75]]
