elapsed;gap;fitness;solution
4.14s;1.27005%;1515;[[4, 3, 40, 16, 44], [15, 47, 9, 34, 22], [18, 1, 20, 7, 23, 11, 57, 53], [28, 29], [30, 8, 46, 59, 56, 49, 31], [37, 10, 61, 2, 21, 33, 51], [38, 17, 24, 43, 12, 54, 58, 14, 41, 52], [39, 25, 35, 6, 26, 19, 62, 42], [45, 36, 27, 50], [48, 32, 13, 55, 5, 60]]
4.70s;0.467914%;1503;[[10, 61, 21, 51, 19, 52, 39], [15, 47, 9, 34, 22], [18, 50, 1, 45], [25, 35, 6, 26, 33, 2, 62, 42], [27, 36, 20, 7, 23, 11, 57, 53], [28, 29], [30, 8, 46, 59, 56, 49], [31, 4, 3, 40, 16, 44], [37, 38, 17, 43, 24, 14, 58, 12, 54, 41], [48, 32, 13, 55, 5, 60]]
4.10s;0.868984%;1509;[[4, 3, 40, 16, 44, 60], [5, 55, 13, 32, 48], [10, 61, 21, 51, 19, 52, 39], [15, 47, 9, 34, 22], [18, 50, 1, 45], [25, 35, 6, 26, 33, 2, 62, 42], [27, 36, 20, 7, 14, 58, 12, 54, 41], [28, 29], [30, 8, 59, 46, 56, 49, 31], [37, 57, 43, 24, 17, 11, 23, 53, 38]]
6.90s;1.73797%;1522;[[5, 55, 13, 32, 48], [15, 47, 9, 34, 22], [18, 50, 1, 45], [19, 33, 51, 21, 2, 62], [27, 36, 20, 7, 23, 11, 57, 38, 10, 37], [28, 29], [30, 8, 59, 46, 56, 49], [31, 4, 3, 40, 16, 44, 60], [39, 52, 25, 35, 26, 6, 14, 42], [53, 17, 24, 43, 58, 12, 54, 41, 61]]
3.77s;0.668449%;1506;[[2, 21, 33, 51, 62, 42], [15, 47, 9, 34, 22], [18, 1, 20, 7, 23, 53, 38, 10, 37], [28, 29], [30, 8, 46, 59, 56, 49], [31, 4, 3, 40, 16, 44], [39, 52, 19, 25, 35, 26, 6, 12, 54, 41], [45, 36, 27, 50], [48, 32, 13, 55, 5, 60], [57, 11, 17, 43, 24, 58, 14, 61]]
6.33s;0.668449%;1506;[[4, 3, 40, 16, 44], [15, 47, 9, 34, 22], [18, 1, 20, 7, 23, 53, 38, 10, 37], [19, 25, 51, 21, 2, 62, 39], [28, 29], [30, 8, 59, 46, 56, 49, 31], [42, 41, 54, 12, 6, 35, 26, 33, 52], [45, 36, 27, 50], [48, 32, 13, 55, 5, 60], [57, 11, 17, 24, 43, 58, 14, 61]]
9.66s;0.467914%;1503;[[4, 3, 40, 16, 44, 60], [5, 55, 13, 32, 48], [10, 61, 2, 21, 19, 52, 42], [15, 47, 9, 34, 22], [18, 50, 1, 45], [25, 35, 6, 26, 33, 51, 62, 39], [27, 36, 20, 7, 23, 11, 57, 53], [28, 29], [30, 8, 46, 59, 56, 49, 31], [37, 38, 17, 43, 24, 14, 58, 12, 54, 41]]
2.13s;1.67112%;1521;[[1, 27, 36, 53, 38, 57, 37], [5, 55, 13, 32, 48], [7, 20, 45, 50, 18], [10, 23, 11, 17, 24, 43, 58, 14, 61], [15, 47, 9, 34, 22], [19, 25, 51, 21, 2, 62, 39], [28, 29], [30, 8, 46, 59, 56, 49], [31, 4, 3, 40, 16, 44, 60], [42, 41, 54, 12, 6, 35, 26, 33, 52]]
13.12s;0.935829%;1510;[[4, 3, 40, 16, 44, 60], [5, 55, 13, 32, 48], [10, 61, 33, 26, 6, 35, 25, 52, 39], [15, 47, 9, 34, 22], [18, 50, 1, 45], [19, 51, 21, 2, 62, 42], [27, 36, 20, 7, 14, 58, 12, 54, 41], [28, 29], [30, 8, 46, 59, 56, 49, 31], [37, 23, 11, 17, 24, 43, 57, 38, 53]]
9.12s;0.534759%;1504;[[4, 3, 40, 16, 44, 60], [5, 55, 13, 32, 48], [10, 61, 33, 26, 6, 35, 25, 52, 39], [15, 47, 9, 34, 22], [18, 50, 1, 45], [19, 51, 21, 2, 62, 42], [27, 36, 20, 7, 23, 11, 57, 53], [28, 29], [30, 8, 59, 46, 56, 49, 31], [37, 38, 17, 24, 43, 12, 54, 58, 14, 41]]
