elapsed;gap;fitness;solution
41.12s;0.736196%;821;[[4, 56, 75, 23, 67, 39, 25, 55, 54, 26], [6, 96, 99, 61, 16, 44, 14, 38, 86, 17, 84, 5, 60, 89], [12, 80, 68, 24, 29, 34, 78, 81, 79, 3, 77, 76, 28], [13, 87, 42, 43, 15, 57, 2, 41, 22, 74, 72, 73, 21, 40, 58, 53], [18, 83, 45, 8, 46, 47, 36, 49, 64, 63, 90, 32, 10, 31], [27, 69, 1, 70, 30, 20, 66, 65, 71, 35, 9, 51, 33, 50], [52, 7, 82, 48, 19, 11, 62, 88], [59, 93, 85, 91, 100, 37, 98, 92, 97, 95, 94]]
38.18s;1.22699%;825;[[1, 51, 20, 66, 71, 65, 35, 9, 81, 33, 50], [6, 96, 99, 93, 85, 98, 37, 100, 91, 44, 14, 42, 57, 2, 58], [12, 68, 80, 54, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 87, 97, 92, 59, 95, 94], [18, 83, 84, 17, 45, 8, 46, 36, 49, 64, 11, 63, 90, 32, 30, 70, 69, 27], [26, 4, 55, 25, 39, 67, 23, 56, 75, 72, 21, 40], [31, 10, 62, 19, 47, 48, 82, 7, 88, 52], [53, 73, 74, 22, 41, 15, 43, 38, 86, 16, 61, 5, 60, 89]]
37.84s;0.490798%;819;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 96, 99, 61, 16, 86, 44, 38, 14, 43, 42, 87, 97], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [13, 95, 92, 37, 98, 100, 91, 85, 93, 59, 94], [27, 69, 70, 30, 20, 66, 71, 65, 35, 34, 78, 29, 24, 80, 68], [31, 10, 32, 90, 63, 64, 49, 19, 11, 62, 88], [52, 7, 82, 48, 47, 36, 46, 8, 45, 17, 84, 5, 60, 83, 18, 89], [53, 40, 21, 73, 72, 74, 22, 41, 15, 57, 2, 58]]
40.60s;0.858896%;822;[[6, 96, 99, 61, 16, 44, 14, 38, 86, 17, 84, 5, 60, 89], [12, 68, 80, 54, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 87, 42, 43, 15, 57, 2, 41, 22, 74, 73, 40, 58, 53], [18, 83, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31, 27], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4, 26], [50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 1, 69], [52, 7, 82, 48, 47, 19, 11, 62, 88], [59, 93, 85, 91, 100, 98, 37, 92, 97, 95, 94]]
40.38s;0.981595%;823;[[6, 96, 99, 61, 16, 44, 14, 38, 86, 17, 84, 5, 60, 89], [12, 80, 68, 77, 3, 79, 29, 24, 54, 55, 25, 4, 26], [13, 87, 42, 43, 15, 57, 2, 58, 53], [18, 83, 45, 8, 46, 36, 49, 64, 63, 90, 32, 66, 20, 30, 70, 69], [21, 72, 75, 56, 39, 67, 23, 41, 22, 74, 73, 40], [27, 1, 51, 9, 71, 65, 35, 34, 78, 81, 33, 50, 76, 28], [31, 10, 62, 11, 19, 47, 48, 82, 7, 88, 52], [59, 93, 85, 91, 100, 98, 37, 92, 97, 95, 94]]
40.65s;1.22699%;825;[[6, 96, 99, 59, 93, 85, 98, 92, 97, 87, 13], [12, 80, 68, 29, 24, 54, 55, 25, 4, 26], [18, 83, 8, 46, 45, 17, 86, 16, 61, 84, 5, 60, 89], [21, 72, 75, 56, 39, 67, 23, 41, 22, 74, 73, 40], [27, 69, 1, 70, 30, 20, 51, 9, 81, 33, 3, 77, 76, 28], [31, 10, 63, 90, 32, 66, 65, 71, 35, 34, 78, 79, 50], [52, 7, 82, 48, 47, 36, 49, 64, 11, 19, 62, 88], [53, 58, 2, 57, 15, 43, 42, 14, 38, 44, 91, 100, 37, 95, 94]]
52.47s;0.245399%;817;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 99, 61, 16, 86, 38, 44, 14, 43, 42, 87, 13], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [27, 69, 70, 30, 20, 66, 71, 65, 35, 34, 78, 29, 24, 80, 68], [31, 10, 32, 90, 63, 64, 49, 19, 11, 62, 88], [40, 21, 73, 72, 74, 22, 41, 15, 57, 2, 58, 53], [52, 7, 82, 48, 47, 36, 46, 8, 45, 17, 84, 5, 60, 83, 18, 89], [94, 95, 97, 92, 37, 98, 100, 91, 85, 93, 59, 96]]
56.13s;0.368098%;818;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 99, 61, 16, 86, 44, 38, 14, 43, 42, 87, 13], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [18, 83, 8, 82, 48, 47, 19, 11, 62, 88, 7, 52], [27, 69, 70, 30, 20, 66, 71, 65, 35, 34, 78, 29, 24, 80, 68], [31, 10, 32, 90, 63, 64, 49, 36, 46, 45, 17, 84, 5, 60, 89], [53, 40, 21, 73, 72, 74, 22, 41, 15, 57, 2, 58], [94, 95, 97, 92, 37, 98, 100, 91, 85, 93, 59, 96]]
37.27s;0.736196%;821;[[1, 50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 69], [6, 96, 99, 61, 16, 44, 14, 38, 86, 17, 84, 5, 60, 89], [12, 68, 80, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 87, 42, 43, 15, 57, 41, 22, 74, 72, 73, 21, 40, 53], [18, 83, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31], [26, 54, 55, 25, 4, 39, 67, 23, 56, 75, 2, 58], [27, 88, 62, 11, 19, 47, 48, 82, 7, 52], [94, 59, 93, 85, 91, 100, 98, 37, 92, 97, 95]]
35.35s;0.613497%;820;[[6, 59, 93, 85, 91, 100, 37, 98, 92, 97, 95, 94], [12, 68, 80, 54, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 87, 42, 43, 15, 57, 41, 22, 74, 73, 2, 58, 53], [18, 83, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31], [26, 4, 55, 25, 39, 67, 23, 56, 75, 72, 21, 40], [27, 88, 62, 11, 19, 47, 48, 82, 7, 52], [50, 33, 81, 51, 9, 35, 65, 71, 66, 20, 30, 70, 1, 69], [89, 60, 5, 84, 17, 86, 38, 14, 44, 16, 61, 99, 96]]
44.36s;0.613497%;820;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 96, 99, 59, 93, 85, 91, 100, 98, 37, 92, 95, 94], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [13, 97, 87, 42, 43, 14, 44, 38, 86, 16, 61], [18, 83, 8, 82, 48, 47, 19, 11, 62, 88, 7, 52], [27, 69, 70, 30, 20, 66, 65, 71, 35, 34, 78, 29, 24, 80, 68], [31, 10, 32, 90, 63, 64, 49, 36, 46, 45, 17, 84, 5, 60, 89], [40, 21, 73, 72, 74, 22, 41, 15, 57, 2, 58, 53]]
51.79s;0.613497%;820;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 96, 99, 59, 93, 85, 98, 37, 92, 95, 94], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [13, 87, 42, 43, 15, 57, 2, 41, 22, 74, 72, 73, 21, 40, 58, 53], [18, 83, 84, 17, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31], [27, 69, 70, 30, 20, 66, 71, 65, 35, 34, 78, 29, 24, 80, 68], [52, 7, 82, 48, 47, 19, 11, 62, 88], [89, 60, 5, 61, 16, 86, 38, 14, 44, 91, 100, 97]]
45.99s;0.736196%;821;[[1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [6, 96, 99, 93, 85, 91, 100, 98, 37, 92, 59, 95, 94], [12, 54, 55, 25, 39, 67, 23, 56, 4, 26], [13, 97, 87, 42, 43, 15, 41, 22, 75, 74, 72, 73, 21, 40, 53], [18, 83, 84, 17, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31], [27, 69, 70, 30, 20, 66, 71, 65, 35, 34, 78, 29, 24, 80, 68], [52, 7, 82, 48, 47, 19, 11, 62, 88], [58, 2, 57, 14, 38, 44, 86, 16, 61, 5, 60, 89]]
36.02s;0.736196%;821;[[6, 96, 99, 93, 85, 91, 100, 98, 37, 92, 59, 95, 94], [8, 45, 46, 47, 36, 49, 64, 11, 19, 48, 82, 7, 52], [13, 97, 87, 42, 43, 15, 57, 2, 58, 53], [18, 83, 84, 17, 86, 38, 14, 44, 16, 61, 5, 60, 89], [26, 4, 25, 55, 54, 24, 29, 68, 80, 12, 28], [27, 69, 1, 70, 30, 20, 66, 32, 90, 63, 10, 62, 88, 31], [40, 21, 72, 75, 56, 39, 67, 23, 41, 22, 74, 73], [50, 33, 81, 51, 9, 71, 65, 35, 34, 78, 79, 3, 77, 76]]
