elapsed;gap;fitness;solution
1.98s;2.35988%;694;[[4, 44, 40, 18, 34, 1, 5], [12, 32, 23, 37, 19, 28, 22, 8, 27, 39], [13, 25, 26, 42, 30, 16], [20, 7, 15, 9, 3, 6, 29], [24, 14, 17, 2, 36, 10, 11, 43], [33, 21, 31, 41, 38, 35]]
1.96s;0.737463%;683;[[4, 44, 40, 9, 3, 15, 7], [5, 1, 30, 16, 29], [13, 25, 26, 20, 18, 34, 6, 42], [24, 17, 14, 2, 36, 10, 11, 43], [27, 19, 37, 23, 32, 12, 28, 22, 8, 39], [33, 21, 31, 41, 38, 35]]
1.53s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [12, 35, 38, 21, 31, 41], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]
3.36s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 14, 17, 2, 36, 10, 11, 43]]
1.85s;0.147493%;679;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [12, 35, 38, 41, 40, 33, 7, 20], [15, 3, 9, 31, 21, 44], [16, 25, 26, 6, 34, 18, 29]]
0.94s;0.442478%;681;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 6, 34, 18, 29], [12, 35, 41, 31, 21, 38], [13, 25, 26, 42, 30, 16], [20, 7, 15, 3, 9, 40, 33, 44], [24, 14, 17, 2, 36, 10, 11, 43]]
1.29s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 14, 17, 2, 36, 10, 11, 43]]
1.33s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]
2.08s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [12, 35, 38, 21, 31, 41], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]
2.10s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 38, 41, 31, 21], [16, 25, 26, 6, 34, 18, 29], [24, 17, 14, 2, 36, 10, 11, 43]]
1.92s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 38, 41, 31, 21], [16, 25, 26, 18, 34, 6, 29], [24, 17, 14, 2, 36, 10, 11, 43]]
0.78s;1.47493%;688;[[4, 35, 41, 31, 40, 33, 20], [5, 1, 42, 25, 29], [7, 15, 18, 34, 6, 26, 30, 16], [13, 3, 9, 21, 38, 44], [24, 17, 14, 2, 36, 10, 11, 43], [27, 19, 37, 23, 32, 12, 28, 22, 8, 39]]
1.15s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 38, 21, 31, 41], [16, 25, 26, 34, 18, 6, 29], [24, 14, 17, 2, 36, 10, 11, 43]]
1.99s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]
1.74s;0.294985%;680;[[4, 44, 40, 9, 3, 15, 7], [5, 1, 30, 13, 29], [12, 32, 23, 37, 19, 28, 27, 22, 8, 39], [16, 42, 25, 26, 6, 34, 18, 20], [24, 14, 17, 2, 36, 10, 11, 43], [33, 21, 31, 41, 38, 35]]
1.74s;0.0%;678;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 30, 42, 13, 43], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 38, 21, 31, 41], [16, 25, 26, 6, 34, 18, 29]]
3.96s;0.0%;678;[[1, 11, 10, 36, 2, 17, 14, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [12, 35, 38, 41, 31, 21], [16, 25, 26, 34, 18, 6, 29], [20, 7, 15, 3, 9, 40, 33, 44]]
2.05s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [24, 17, 14, 2, 36, 10, 11, 43]]
3.03s;0.0%;678;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 41, 31, 21, 38], [16, 25, 26, 6, 34, 18, 29]]
2.13s;0.0%;678;[[1, 11, 10, 36, 2, 17, 14, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [12, 35, 38, 21, 31, 41], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44]]
3.00s;0.294985%;680;[[4, 44, 40, 9, 3, 15, 7], [5, 1, 6, 34, 18, 20, 29], [12, 32, 23, 37, 19, 28, 27, 22, 8, 39], [13, 25, 26, 42, 30, 16], [24, 17, 14, 2, 36, 10, 11, 43], [33, 21, 31, 41, 38, 35]]
2.74s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [24, 17, 14, 2, 36, 10, 11, 43]]
0.99s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 1, 30, 42, 13], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]
0.73s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [24, 14, 17, 2, 36, 10, 11, 43]]
1.75s;0.0%;678;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 38, 41, 31, 21], [16, 25, 26, 6, 34, 18, 29]]
2.04s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 11, 10, 36, 2, 14, 17, 24], [12, 41, 31, 21, 38, 35], [16, 1, 6, 34, 18, 26, 25], [20, 7, 15, 3, 9, 40, 33, 44], [29, 13, 42, 30, 43]]
1.80s;0.0%;678;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 8, 22, 39], [5, 30, 42, 13, 43], [12, 41, 31, 21, 38, 35], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44]]
2.55s;0.0%;678;[[1, 11, 10, 36, 2, 14, 17, 24], [4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 30, 42, 13, 43], [12, 35, 38, 41, 31, 21], [16, 25, 26, 18, 34, 6, 29], [20, 7, 15, 3, 9, 40, 33, 44]]
1.75s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [7, 20, 15, 3, 9, 40, 33, 44], [12, 35, 41, 31, 21, 38], [16, 25, 26, 6, 34, 18, 29], [24, 17, 14, 2, 36, 10, 11, 43]]
1.50s;0.294985%;680;[[4, 27, 19, 37, 23, 32, 28, 22, 8, 39], [5, 1, 30, 42, 13], [12, 35, 38, 21, 31, 41], [16, 25, 26, 6, 34, 18, 29], [20, 7, 15, 3, 9, 40, 33, 44], [24, 17, 14, 2, 36, 10, 11, 43]]

avg_time;avg_ans;best_ans;worst_ans;avg_gap;best_gap;worst_gap
1.93s;680.37;678;694;0.349066%;0.0%;2.35988%
