elapsed;gap;fitness;solution
4.03s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
3.91s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 15, 11, 36], [43, 35, 9, 49, 39, 47]]
2.34s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 15, 11, 36], [43, 35, 9, 49, 39, 47]]
2.35s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
2.07s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [15, 11, 51, 2, 33, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
2.17s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
2.91s;0.0%;1073;[[1, 45, 6, 8], [4, 7, 42, 31, 20, 46, 26], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 2, 51, 11, 15], [18, 48, 50, 44, 24, 52, 23], [21, 33, 34, 3, 37, 36], [25, 41, 29], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
2.57s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 11, 15, 36], [43, 35, 9, 49, 39, 47]]
2.16s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [15, 11, 51, 2, 33], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
1.71s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37, 36], [15, 11, 51, 2, 33], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
3.05s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37, 36], [15, 11, 51, 2, 33], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.92s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33, 36], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
3.01s;0.0%;1073;[[1, 45, 6, 8], [4, 7, 42, 31, 20, 46, 26], [11, 15, 51, 2, 17, 14], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 33, 34, 3, 37, 36], [25, 41, 29], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
2.55s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [15, 11, 51, 2, 33], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
2.78s;0.0%;1073;[[1, 45, 6, 8], [4, 7, 42, 31, 20, 46, 26], [11, 15, 51, 2, 17, 14], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 33, 34, 3, 37, 36], [25, 41, 29], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.46s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
2.68s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [15, 11, 51, 2, 33, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.44s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 11, 15, 36], [43, 35, 9, 49, 39, 47]]
1.75s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 15, 11, 36], [43, 35, 9, 49, 39, 47]]
2.30s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37], [15, 11, 51, 2, 33, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
2.13s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
2.68s;0.0%;1073;[[1, 45, 6, 8], [4, 7, 42, 31, 20, 46, 26], [11, 15, 51, 2, 17, 14], [12, 10, 5, 53, 40, 16, 38, 32], [18, 48, 50, 44, 24, 52, 23], [21, 33, 34, 3, 37, 36], [25, 41, 29], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
3.70s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33, 36], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.45s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 11, 15, 36], [43, 35, 9, 49, 39, 47]]
2.09s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.97s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [11, 15, 51, 2, 33], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 34, 3, 37, 36], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
1.87s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [15, 11, 51, 2, 33], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [36, 34, 17, 3, 14, 37], [43, 35, 9, 49, 39, 47]]
2.30s;0.0931966%;1074;[[4, 7, 42, 31, 20, 46, 26], [6, 45, 1, 29], [12, 10, 5, 53, 40, 16, 38, 32], [14, 34, 17, 3, 37], [18, 48, 50, 44, 24, 52, 23], [21, 8, 41, 25], [28, 54, 13, 27, 19, 22, 30], [33, 2, 51, 11, 15, 36], [43, 35, 9, 49, 39, 47]]
4.03s;0.0%;1073;[[1, 45, 6, 8], [4, 7, 42, 31, 20, 46, 26], [12, 10, 5, 53, 40, 16, 38, 32], [14, 17, 2, 51, 11, 15], [18, 48, 50, 44, 24, 52, 23], [21, 33, 34, 3, 37, 36], [25, 41, 29], [28, 54, 13, 27, 19, 22, 30], [43, 35, 9, 49, 39, 47]]
