P-n21-k2.out;0.14s;211.00;211;211;0.0%;0.0%;0.0%
P-n22-k2.out;0.16s;216.00;216;216;0.0%;0.0%;0.0%
P-n22-k8.out;0.18s;590.00;590;590;-2.15589%;-2.15589%;-2.15589%
P-n23-k8.out;0.20s;529.50;529;534;0.094518%;0.0%;0.94518%
P-n40-k5.out;1.43s;458.00;458;458;0.0%;0.0%;0.0%
P-n45-k5.out;0.90s;510.00;510;510;0.0%;0.0%;0.0%
P-n50-k10.out;1.43s;704.77;699;709;1.25958%;0.431034%;1.86782%
P-n50-k7.out;1.27s;554.57;554;558;0.102286%;0.0%;0.722022%
P-n50-k8.out;1.31s;632.47;630;636;0.232435%;-0.158479%;0.792393%
P-n51-k10.out;1.30s;745.87;742;749;0.65677%;0.134953%;1.07962%
P-n55-k10.out;1.62s;700.87;695;704;0.989433%;0.144092%;1.44092%
P-n55-k15.out;1.59s;948.63;946;952;-4.08156%;-4.34783%;-3.74115%
P-n55-k7.out;1.48s;573.90;571;576;1.03873%;0.528169%;1.40845%
P-n55-k8.out;1.37s;577.50;576;580;-1.78571%;-2.04082%;-1.36054%
P-n60-k10.out;1.59s;755.03;750;762;1.48297%;0.806452%;2.41935%
P-n60-k15.out;2.02s;974.03;968;982;0.623278%;0.0%;1.44628%
P-n65-k10.out;elapsed;gap;fitness;solution
P-n70-k10.out;3.04s;843.90;834;851;2.04353%;0.846433%;2.90206%
P-n76-k4.out;8.59s;599.90;594;605;1.16358%;0.168634%;2.02361%
P-n76-k5.out;6.25s;634.77;632;639;1.2387%;0.797448%;1.91388%
X-n101-k25.out;20.32s;28317.33;28285;28364;2.6325%;2.51531%;2.80164%
X-n120-k6.out;15.27s;13521.00;13484;13554;1.41764%;1.14011%;1.66517%
X-n125-k30.out;33.22s;57566.67;57492;57646;3.65089%;3.51645%;3.79373%
X-n134-k13.out;28.44s;11209.00;11184;11225;2.68413%;2.45511%;2.83071%
X-n148-k46.out;79.66s;44368.33;44281;44435;2.11824%;1.91723%;2.27168%
X-n153-k22.out;81.73s;22020.67;21957;22088;3.77317%;3.47314%;4.09048%
X-n186-k15.out;41.77s;24964.33;24951;24983;3.39339%;3.33817%;3.4707%
X-n270-k35.out;109.77s;36616.33;36532;36668;3.75544%;3.51648%;3.90184%
X-n313-k71.out;345.44s;97664.33;97544;97786;3.84962%;3.72166%;3.97899%
X-n336-k84.out;589.42s;144757.00;144676;144886;4.04068%;3.98246%;4.1334%
X-n359-k29.out;292.38s;53805.67;53649;53943;4.46688%;4.1627%;4.73352%
X-n439-k37.out;241.40s;37871.67;37744;37958;4.05733%;3.70655%;4.29455%
X-n459-k26.out;344.80s;25629.67;25589;25674;6.14896%;5.98053%;6.33257%
X-n469-k138.out;519.49s;232971.67;232870;233152;4.98523%;4.93941%;5.06649%
X-n502-k39.out;263.98s;70310.33;70261;70339;1.5605%;1.48924%;1.60191%
X-n599-k92.out;1005.50s;113904.33;113774;114043;4.9916%;4.87146%;5.11941%
X-n685-k75.out;1162.95s;72241.67;72167;72351;5.83154%;5.72215%;5.99171%
X-n733-k159.out;2193.30s;142306.33;142184;142393;4.44502%;4.35523%;4.50862%
